"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"1186",123,415,"No","No",0,211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,3,"NO"
"1187",130,415,"No","Yes",12,141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,0,"NO"
"1188",142,415,"No","Yes",26,220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,2,"NO"
"1189",29,415,"No","No",0,157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1,"NO"
"1190",87,408,"No","Yes",28,143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,0,"NO"
"1191",149,415,"No","No",0,156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,0,"NO"
"1192",146,408,"Yes","No",0,160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,2,"NO"
"1193",88,415,"Yes","No",0,235.1,98,39.97,251.8,79,21.4,285.9,76,12.87,7.2,2,1.94,4,"YES"
"1194",119,415,"Yes","Yes",15,160,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,"YES"
"1195",48,510,"No","No",0,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,"NO"
"1196",135,415,"No","No",0,194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1,"NO"
"1197",100,510,"No","No",0,247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1,"NO"
"1198",98,415,"No","No",0,221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,4,"NO"
"1199",75,510,"No","Yes",26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,"NO"
"1200",180,415,"No","Yes",33,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,"NO"
"1202",119,415,"No","Yes",35,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,2,"NO"
"1203",86,415,"No","No",0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,"NO"
"1205",78,415,"Yes","No",0,236.8,141,40.26,265.3,101,22.55,152.4,77,6.86,9.5,2,2.57,1,"YES"
"1206",153,415,"No","No",0,193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1,"NO"
"1208",13,510,"No","Yes",25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,"NO"
"1212",94,408,"No","No",0,174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1,"NO"
"1213",139,415,"No","No",0,165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1,"NO"
"1216",139,510,"No","No",0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,"NO"
"1217",95,415,"No","No",0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,"NO"
"1218",80,408,"No","Yes",31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,"NO"
"1219",131,415,"No","Yes",28,249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,3,"NO"
"1220",36,510,"No","No",0,178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1,"NO"
"1221",180,510,"No","No",0,139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,2,"NO"
"1222",25,415,"No","No",0,134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,2,"NO"
"1223",113,415,"No","No",0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,"NO"
"1224",88,415,"No","Yes",31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,"NO"
"1225",120,415,"No","No",0,178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1,"NO"
"1226",74,415,"No","No",0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,"NO"
"1227",109,510,"No","No",0,170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,2,"NO"
"1228",162,510,"No","Yes",33,184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,0,"NO"
"1229",124,510,"No","Yes",37,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,"NO"
"1232",105,408,"No","No",0,270.9,98,46.05,226.2,110,19.23,178.8,60,8.05,8.8,5,2.38,0,"YES"
"1235",86,408,"No","No",0,126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,2,"NO"
"1236",163,510,"No","No",0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,"NO"
"1237",91,510,"No","No",0,159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,0,"NO"
"1238",56,510,"No","No",0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,"NO"
"1240",64,415,"No","No",0,168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,"NO"
"1241",108,510,"No","Yes",34,162.1,83,27.56,171.8,117,14.6,259.8,76,11.69,9.6,3,2.59,4,"YES"
"1242",159,510,"No","No",0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,5,"NO"
"1244",116,415,"No","Yes",35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1,"NO"
"1246",122,415,"No","No",0,140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,2,"NO"
"1247",138,415,"No","No",0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,5,"NO"
"1249",101,415,"Yes","No",0,193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,0,"NO"
"1250",58,510,"No","No",0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,"NO"
"1252",87,415,"No","No",0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,"NO"
"1254",85,415,"Yes","No",0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,"NO"
"1255",62,510,"No","Yes",33,186.4,84,31.69,201,136,17.09,286.7,103,12.9,11.1,3,3,2,"YES"
"1256",90,415,"No","No",0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,"NO"
"1257",98,415,"No","No",0,162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,2,"NO"
"1258",73,415,"No","No",0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1,"NO"
"1259",107,510,"Yes","No",0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,"NO"
"1260",55,408,"No","Yes",20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,"NO"
"1261",76,415,"No","Yes",22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,"NO"
"1263",157,415,"No","No",0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,"NO"
"1264",40,408,"No","Yes",31,224.7,69,38.2,134.5,81,11.43,120.3,104,5.41,7.5,5,2.03,1,"YES"
"1266",95,415,"No","Yes",39,260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1,"NO"
"1267",42,415,"No","No",0,155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9,3,2.43,0,"NO"
"1268",86,415,"No","No",0,166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1,"NO"
"1269",131,415,"No","No",0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,"NO"
"1270",55,510,"No","Yes",45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11,5,2.97,4,"YES"
"1271",74,415,"No","No",0,162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,0,"NO"
"1273",81,408,"No","No",0,166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,4,"NO"
"1279",163,408,"No","No",0,247.7,77,42.11,269.5,108,22.91,167.3,82,7.53,9.6,7,2.59,0,"YES"
"1280",87,510,"No","No",0,115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,2,"NO"
"1282",109,408,"No","No",0,162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,0,"NO"
"1285",135,415,"No","No",0,263.8,66,44.85,251.3,116,21.36,200.1,112,9,8.4,2,2.27,5,"YES"
"1286",109,415,"No","Yes",46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,4,"NO"
"1287",107,415,"No","Yes",14,114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,"NO"
"1288",149,408,"No","No",0,196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,2,"NO"
"1292",67,415,"No","Yes",30,129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1,"NO"
"1293",120,415,"No","No",0,221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,0,"NO"
"1296",76,408,"No","No",0,203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,0,"NO"
"1298",98,415,"No","Yes",31,181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,2,"NO"
"1299",141,510,"No","Yes",22,215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1,"NO"
"1300",49,415,"No","No",0,266.3,90,45.27,207.8,117,17.66,205,98,9.23,14,2,3.78,2,"YES"
"1303",171,408,"No","No",0,270.5,69,45.99,230,112,19.55,136,111,6.12,9.6,5,2.59,1,"YES"
"1304",10,415,"No","No",0,222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1,"NO"
"1305",88,510,"No","No",0,61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,3,"NO"
"1306",89,415,"No","No",0,141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,2,"NO"
"1307",82,415,"No","No",0,189.2,81,32.16,184.4,117,15.67,255.8,83,11.51,10.6,5,2.86,3,"YES"
"1308",139,510,"No","No",0,196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,3,"NO"
"1309",87,415,"No","No",0,171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,0,"NO"
"1310",137,415,"Yes","No",0,174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,"NO"
"1311",45,510,"No","No",0,78.6,106,13.36,187.3,110,15.92,184.2,111,8.29,7.4,5,2,1,"YES"
"1312",90,415,"No","No",0,200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1,"NO"
"1313",103,415,"No","No",0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,"NO"
"1314",100,415,"No","No",0,235.8,130,40.09,176,69,14.96,63.6,122,2.86,7.3,1,1.97,2,"NO"
"1315",110,510,"No","No",0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3,"NO"
"1316",124,415,"No","No",0,254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,2,"NO"
"1317",10,510,"No","No",0,183,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,"NO"
"1318",89,415,"No","Yes",29,163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,2,"NO"
"1319",121,408,"No","No",0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2,"NO"
"1321",103,415,"No","Yes",31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,"NO"
"1322",51,408,"No","No",0,197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1,"NO"
"1324",111,510,"No","No",0,197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,0,"NO"
"1325",118,415,"No","No",0,154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,2,"NO"
"1326",17,510,"No","Yes",31,153.1,115,26.03,185.9,59,15.8,224.3,102,10.09,10,1,2.7,6,"YES"
"1327",130,408,"No","No",0,211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,2,"NO"
"1328",193,415,"No","No",0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,"YES"
"1329",114,510,"No","No",0,172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,"NO"
"1331",185,408,"No","Yes",29,151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,2,"NO"
"1332",101,408,"No","No",0,209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,3,"NO"
"1333",95,415,"No","Yes",32,247,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3,"NO"
"1334",7,408,"No","Yes",30,221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1,"NO"
"1335",126,408,"No","No",0,321.3,99,54.62,167.9,93,14.27,193.6,106,8.71,8,4,2.16,1,"YES"
"1337",124,415,"No","No",0,251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,3,"NO"
"1339",28,415,"No","No",0,159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,2,"NO"
"1340",90,415,"Yes","No",0,148.2,96,25.19,220.4,111,18.73,134.2,97,6.04,9.2,1,2.48,4,"YES"
"1342",31,415,"No","Yes",28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,"NO"
"1343",52,415,"No","Yes",24,170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,2,"NO"
"1344",73,510,"No","No",0,254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,0,"NO"
"1346",98,415,"No","No",0,0,0,0,159.6,130,13.57,167.1,88,7.52,6.8,1,1.84,4,"YES"
"1347",106,408,"Yes","No",0,133.7,45,22.73,187.8,107,15.96,181.9,89,8.19,10.7,2,2.89,1,"YES"
"1349",59,408,"No","No",0,151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1,"NO"
"1350",71,510,"No","Yes",22,141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,2,"NO"
"1351",55,408,"No","No",0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,"YES"
"1352",13,415,"No","No",0,58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1,"NO"
"1353",136,415,"No","Yes",16,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,"NO"
"1354",123,408,"No","No",0,114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,0,"NO"
"1356",50,408,"No","Yes",31,302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,3,"NO"
"1358",97,408,"No","No",0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,"NO"
"1360",73,415,"No","No",0,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,"YES"
"1361",35,415,"No","No",0,124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,2,"NO"
"1362",64,415,"No","No",0,206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1,"NO"
"1363",63,510,"No","No",0,132.9,122,22.59,67,62,5.7,160.4,121,7.22,9.9,2,2.67,3,"NO"
"1367",89,415,"No","No",0,89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,3,"NO"
"1370",86,415,"No","No",0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,"NO"
"1372",190,415,"No","No",0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,"NO"
"1374",108,415,"No","No",0,112,105,19.04,193.7,110,16.46,208.9,93,9.4,4.1,4,1.11,4,"YES"
"1375",97,408,"No","Yes",32,168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,0,"NO"
"1376",84,415,"No","Yes",42,214.3,112,36.43,188.2,107,16,333.5,117,15.01,11.3,10,3.05,0,"NO"
"1377",65,415,"No","No",0,245.7,139,41.77,241.9,113,20.56,285.3,117,12.84,4.2,5,1.13,4,"YES"
"1378",131,415,"No","Yes",34,156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1,"NO"
"1381",54,415,"No","No",0,116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1,"NO"
"1382",45,510,"No","No",0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1,"NO"
"1383",125,415,"No","Yes",39,236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,2,"NO"
"1385",141,408,"No","No",0,51.9,108,8.82,162,83,13.77,223.5,115,10.06,10.1,3,2.73,3,"NO"
"1387",20,415,"No","Yes",35,171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,0,"NO"
"1391",40,510,"No","No",0,115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1,"NO"
"1393",101,415,"No","No",0,269.7,85,45.85,207.6,86,17.65,214.2,107,9.64,4.5,15,1.22,3,"YES"
"1395",105,510,"No","No",0,227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1,"NO"
"1397",140,415,"Yes","Yes",27,188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,4,"NO"
"1400",104,408,"No","No",0,167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,4,"NO"
"1401",115,415,"No","No",0,132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,3,"NO"
"1402",112,408,"No","No",0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,"NO"
"1403",70,415,"No","No",0,213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1,"NO"
"1405",87,510,"No","Yes",39,82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,3,"NO"
"1406",125,510,"No","No",0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,"YES"
"1407",86,415,"No","No",0,125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1,"NO"
"1408",73,415,"No","Yes",31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,"YES"
"1409",232,408,"No","No",0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,"NO"
"1410",1,415,"No","Yes",30,183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,0,"NO"
"1411",133,408,"No","No",0,162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1,"NO"
"1412",103,510,"No","No",0,166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1,"NO"
"1414",95,408,"No","Yes",20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,"NO"
"1416",99,510,"No","No",0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,"NO"
"1417",27,510,"No","No",0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,"NO"
"1418",141,408,"No","No",0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,"NO"
"1419",29,415,"Yes","Yes",37,235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,"NO"
"1420",65,415,"No","No",0,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,"NO"
"1421",81,415,"Yes","No",0,149.4,68,25.4,171.9,98,14.61,214.5,97,9.65,17.9,3,4.83,3,"YES"
"1422",37,415,"No","Yes",20,264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,0,"NO"
"1423",107,510,"No","Yes",31,160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1,"NO"
"1424",127,415,"Yes","Yes",28,95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1,"NO"
"1425",78,408,"No","No",0,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,"NO"
"1426",55,510,"No","No",0,119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,2,"NO"
"1427",86,415,"No","Yes",30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,"NO"
"1429",96,415,"Yes","No",0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2,"NO"
"1431",48,415,"No","Yes",34,198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1,"NO"
"1433",63,415,"No","No",0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,"NO"
"1434",79,510,"No","No",0,220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1,"NO"
"1435",47,408,"No","Yes",37,112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,2,"NO"
"1438",126,415,"Yes","Yes",34,244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,4,"NO"
"1439",60,510,"No","No",0,203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,2,"NO"
"1440",122,415,"No","No",0,136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,0,"NO"
"1441",136,408,"No","No",0,152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5,10,1.35,1,"NO"
"1442",172,408,"No","Yes",47,274.9,102,46.73,186.6,118,15.86,245,123,11.03,8.8,2,2.38,1,"NO"
"1443",102,510,"No","No",0,195.7,116,33.27,209.1,87,17.77,201.1,73,9.05,8.3,3,2.24,1,"YES"
"1444",113,415,"Yes","No",0,204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1,"NO"
"1445",79,415,"No","No",0,222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,3,"NO"
"1448",160,415,"No","No",0,174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,0,"NO"
"1451",93,408,"No","No",0,114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,0,"NO"
"1454",105,415,"No","Yes",40,236.5,111,40.21,117,110,9.95,221.1,115,9.95,8.1,3,2.19,2,"NO"
"1455",133,408,"No","Yes",44,174,80,29.58,209.4,113,17.8,224.1,87,10.08,14.1,7,3.81,2,"YES"
"1456",131,408,"No","No",0,109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1,"NO"
"1457",106,510,"No","Yes",33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,"NO"
"1458",118,415,"No","No",0,133.4,113,22.68,121,92,10.29,254.7,129,11.46,5.9,4,1.59,1,"NO"
"1459",125,408,"No","No",0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1,"NO"
"1460",95,415,"No","No",0,197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,0,"NO"
"1461",80,415,"No","No",0,198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,3,"NO"
"1463",37,408,"No","No",0,199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,2,"NO"
"1464",87,415,"No","No",0,156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1,"NO"
"1465",69,415,"No","No",0,183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,3,"NO"
"1468",67,415,"Yes","Yes",35,181.1,59,30.79,215.9,116,18.35,216.3,106,9.73,16.9,4,4.56,0,"YES"
"1470",123,415,"No","Yes",27,218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,0,"NO"
"1471",41,415,"No","Yes",41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1,"NO"
"1472",75,415,"No","No",0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0,"NO"
"1473",76,415,"Yes","No",0,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12,7,3.24,1,"YES"
"1474",86,415,"Yes","No",0,266.1,120,45.24,182,92,15.47,206.5,103,9.29,10.3,4,2.78,1,"NO"
"1475",140,408,"No","No",0,112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,0,"NO"
"1476",70,415,"No","No",0,104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,3,"NO"
"1477",121,510,"No","Yes",35,193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,0,"NO"
"1479",118,415,"No","No",0,253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,2,"NO"
"1480",66,415,"No","Yes",16,174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1,"NO"
"1482",129,415,"No","Yes",34,204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,2,"NO"
"1485",107,415,"Yes","No",0,133.3,106,22.66,182.9,89,15.55,241.1,123,10.85,12.9,2,3.48,3,"YES"
"1488",116,415,"No","Yes",44,230.6,94,39.2,224.1,103,19.05,244,76,10.98,11.1,2,3,0,"NO"
"1489",189,408,"No","No",0,227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,2,"NO"
"1492",89,408,"No","No",0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1,"NO"
"1493",64,408,"No","No",0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,"NO"
"1494",126,415,"No","Yes",30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4,"YES"
"1495",129,415,"No","No",0,216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,2,"NO"
"1496",128,510,"No","Yes",32,222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,0,"NO"
"1497",81,415,"No","Yes",36,115.9,120,19.7,236.6,95,20.11,255,90,11.48,11.7,6,3.16,3,"NO"
"1498",114,510,"No","No",0,189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1,"NO"
"1499",50,408,"No","No",0,154.7,102,26.3,298,108,25.33,210.2,95,9.46,11.1,3,3,0,"NO"
"1500",86,415,"No","No",0,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,"NO"
"1501",96,408,"No","No",0,170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1,"NO"
"1503",64,510,"No","Yes",40,210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,8,"NO"
